Role	KSA ID	Knowledge
SP-TST-001	S0110	Skill in identifying Test & Evaluation infrastructure (people, ranges, tools, instrumentation) requirements.
SP-TST-001	S0112	Skill in managing test assets, test resources, and test personnel to ensure effective completion of test events.
SP-TST-001	S0115	Skill in preparing Test & Evaluation reports.
SP-TST-001	S0117	Skill in providing Test & Evaluation resource estimate.
SP-TST-001	S0367	Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-TST-001	A0026	Ability to analyze test data.
SP-TST-001	A0030	Ability to collect, verify, and validate test data.
SP-TST-001	A0040	Ability to translate data and test results into evaluative conclusions.
SP-TST-001	A0123	Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-001	K0001	Knowledge of computer networking concepts and protocols, and network security methodologies.
SP-SYS-001	K0002	Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
SP-SYS-001	K0003	Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.
SP-SYS-001	K0004	Knowledge of cybersecurity and privacy principles.
SP-SYS-001	K0005	Knowledge of cyber threats and vulnerabilities.
SP-SYS-001	K0006	Knowledge of specific operational impacts of cybersecurity lapses.
SP-SYS-001	K0015	Knowledge of computer algorithms.
SP-SYS-001	K0018	Knowledge of encryption algorithms
SP-SYS-001	K0024	Knowledge of database systems.
SP-SYS-001	K0027	Knowledge of organization's enterprise information security architecture.
SP-SYS-001	K0028	Knowledge of organization's evaluation and validation requirements.
SP-SYS-001	K0030	Knowledge of electrical engineering as applied to computer architecture (e.g., circuit boards, processors, chips, and computer hardware).
SP-SYS-001	K0032	Knowledge of resiliency and redundancy.
SP-SYS-001	K0035	Knowledge of installation, integration, and optimization of system components.
SP-SYS-001	K0036	Knowledge of human-computer interaction principles.
SP-SYS-001	K0044	Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-001	K0045	Knowledge of information security systems engineering principles (NIST SP 800-160).
SP-SYS-001	K0049	Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption).
SP-SYS-001	K0050	Knowledge of local area and wide area networking principles and concepts including bandwidth management.
SP-SYS-001	K0052	Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
SP-SYS-001	K0055	Knowledge of microprocessors.
SP-SYS-001	K0056	Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
SP-SYS-001	K0060	Knowledge of operating systems.
SP-SYS-001	K0061	Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
SP-SYS-001	K0063	Knowledge of parallel and distributed computing concepts.
SP-SYS-001	K0065	Knowledge of policy-based and risk adaptive access controls.
SP-SYS-001	K0066	Knowledge of Privacy Impact Assessments.
SP-SYS-001	K0067	Knowledge of process engineering concepts.
SP-SYS-001	K0073	Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org).
SP-SYS-001	K0081	Knowledge of software development models (e.g., Waterfall Model, Spiral Model).
SP-SYS-001	K0082	Knowledge of software engineering.
SP-SYS-001	K0084	Knowledge of structured analysis principles and methods.
SP-SYS-001	K0086	Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools.
SP-SYS-001	K0087	Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design.
SP-SYS-001	K0090	Knowledge of system life cycle management principles, including software security and usability.
SP-SYS-001	K0091	Knowledge of systems testing and evaluation methods.
SP-SYS-001	K0093	Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
SP-SYS-001	K0102	Knowledge of the systems engineering process.
SP-SYS-001	K0126	Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
SP-SYS-001	K0139	Knowledge of interpreted and compiled computer languages.
SP-SYS-001	K0169	Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
SP-SYS-001	K0170	Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
SP-SYS-001	K0179	Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
SP-SYS-001	K0180	Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
SP-SYS-001	K0200	Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
SP-SYS-001	K0203	Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
SP-SYS-001	K0260	Knowledge of Personally Identifiable Information (PII) data security standards.
SP-SYS-001	K0261	Knowledge of Payment Card Industry (PCI) data security standards.
SP-SYS-001	K0262	Knowledge of Personal Health Information (PHI) data security standards.
SP-SYS-001	K0276	Knowledge of security management.
SP-SYS-001	K0287	Knowledge of an organization's information classification program and procedures for information compromise.
SP-SYS-001	K0297	Knowledge of countermeasure design for identified security risks.
SP-SYS-001	K0308	Knowledge of cryptology.
SP-SYS-001	K0322	Knowledge of embedded systems.
SP-SYS-001	K0325	Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
SP-SYS-001	K0332	Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
SP-SYS-001	K0333	Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
SP-SYS-001	K0336	Knowledge of access authentication methods.
SP-SYS-001	S0001	Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
SP-SYS-001	S0022	Skill in designing countermeasures to identified security risks.
SP-SYS-001	S0023	Skill in designing security controls based on cybersecurity principles and tenets.
SP-SYS-001	S0024	Skill in designing the integration of hardware and software solutions.
SP-SYS-001	S0031	Skill in developing and applying security system access controls.
SP-SYS-001	S0034	Skill in discerning the protection needs (i.e., security controls) of information systems and networks.
SP-SYS-001	S0036	Skill in evaluating the adequacy of security designs.
SP-SYS-001	S0085	Skill in conducting audits or reviews of technical systems.
SP-SYS-001	S0145	Skill in integrating and applying policies that meet system security objectives.
SP-SYS-001	S0160	Skill in the use of design modeling (e.g., unified modeling language).
SP-SYS-001	S0367	Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-001	A0001	Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
SP-SYS-001	A0008	Ability to apply the methods, standards, and approaches for describing, analyzing, and documenting an organization's enterprise information technology (IT) architecture (e.g., Open Group Architecture Framework [TOGAF], Department of Defense Architecture Framework [DoDAF], Federal Enterprise Architecture Framework [FEAF]).
SP-SYS-001	A0012	Ability to ask clarifying questions.
SP-SYS-001	A0013	Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means.
SP-SYS-001	A0015	Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
SP-SYS-001	A0019	Ability to produce technical documentation.
SP-SYS-001	A0026	Ability to analyze test data.
SP-SYS-001	A0040	Ability to translate data and test results into evaluative conclusions.
SP-SYS-001	A0048	Ability to apply network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
SP-SYS-001	A0049	Ability to apply secure system design tools, methods and techniques.
SP-SYS-001	A0050	Ability to apply system design tools, methods, and techniques, including automated systems analysis and design tools.
SP-SYS-001	A0056	Ability to ensure security practices are followed throughout the acquisition process.
SP-SYS-001	A0061	Ability to design architectures and frameworks.
SP-SYS-001	A0074	Ability to collaborate effectively with others.
SP-SYS-001	A0089	Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise.
SP-SYS-001	A0098	Ability to participate as a member of planning teams, coordination groups, and task forces as necessary.
SP-SYS-001	A0108	Ability to understand objectives and effects.
SP-SYS-001	A0119	Ability to understand the basic concepts and issues related to cyber and its organizational impact.
SP-SYS-001	A0123	Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-001	A0170	Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
SP-SYS-002	K0001	Knowledge of computer networking concepts and protocols, and network security methodologies.
SP-SYS-002	K0002	Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
SP-SYS-002	K0003	Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.
SP-SYS-002	K0004	Knowledge of cybersecurity and privacy principles.
SP-SYS-002	K0005	Knowledge of cyber threats and vulnerabilities.
SP-SYS-002	K0006	Knowledge of specific operational impacts of cybersecurity lapses.
SP-SYS-002	K0015	Knowledge of computer algorithms.
SP-SYS-002	K0018	Knowledge of encryption algorithms
SP-SYS-002	K0024	Knowledge of database systems.
SP-SYS-002	K0027	Knowledge of organization's enterprise information security architecture.
SP-SYS-002	K0028	Knowledge of organization's evaluation and validation requirements.
SP-SYS-002	K0030	Knowledge of electrical engineering as applied to computer architecture (e.g., circuit boards, processors, chips, and computer hardware).
SP-SYS-002	K0032	Knowledge of resiliency and redundancy.
SP-SYS-002	K0035	Knowledge of installation, integration, and optimization of system components.
SP-SYS-002	K0036	Knowledge of human-computer interaction principles.
SP-SYS-002	K0044	Knowledge of cybersecurity and privacy principles and organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-002	K0045	Knowledge of information security systems engineering principles (NIST SP 800-160).
SP-SYS-002	K0049	Knowledge of information technology (IT) security principles and methods (e.g., firewalls, demilitarized zones, encryption).
SP-SYS-002	K0050	Knowledge of local area and wide area networking principles and concepts including bandwidth management.
SP-SYS-002	K0052	Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
SP-SYS-002	K0055	Knowledge of microprocessors.
SP-SYS-002	K0056	Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
SP-SYS-002	K0060	Knowledge of operating systems.
SP-SYS-002	K0061	Knowledge of how traffic flows across the network (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Information Technology Infrastructure Library, current version [ITIL]).
SP-SYS-002	K0063	Knowledge of parallel and distributed computing concepts.
SP-SYS-002	K0065	Knowledge of policy-based and risk adaptive access controls.
SP-SYS-002	K0066	Knowledge of Privacy Impact Assessments.
SP-SYS-002	K0067	Knowledge of process engineering concepts.
SP-SYS-002	K0073	Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org).
SP-SYS-002	K0081	Knowledge of software development models (e.g., Waterfall Model, Spiral Model).
SP-SYS-002	K0082	Knowledge of software engineering.
SP-SYS-002	K0084	Knowledge of structured analysis principles and methods.
SP-SYS-002	K0086	Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools.
SP-SYS-002	K0087	Knowledge of system software and organizational design standards, policies, and authorized approaches (e.g., International Organization for Standardization [ISO] guidelines) relating to system design.
SP-SYS-002	K0090	Knowledge of system life cycle management principles, including software security and usability.
SP-SYS-002	K0091	Knowledge of systems testing and evaluation methods.
SP-SYS-002	K0093	Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing).
SP-SYS-002	K0102	Knowledge of the systems engineering process.
SP-SYS-002	K0126	Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161)
SP-SYS-002	K0139	Knowledge of interpreted and compiled computer languages.
SP-SYS-002	K0169	Knowledge of information technology (IT) supply chain security and supply chain risk management policies, requirements, and procedures.
SP-SYS-002	K0170	Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.
SP-SYS-002	K0179	Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
SP-SYS-002	K0180	Knowledge of network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
SP-SYS-002	K0200	Knowledge of service management concepts for networks and related standards (e.g., Information Technology Infrastructure Library, current version [ITIL]).
SP-SYS-002	K0203	Knowledge of security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
SP-SYS-002	K0207	Knowledge of circuit analysis.
SP-SYS-002	K0212	Knowledge of cybersecurity-enabled software products.
SP-SYS-002	K0227	Knowledge of various types of computer architectures.
SP-SYS-002	K0260	Knowledge of Personally Identifiable Information (PII) data security standards.
SP-SYS-002	K0261	Knowledge of Payment Card Industry (PCI) data security standards.
SP-SYS-002	K0262	Knowledge of Personal Health Information (PHI) data security standards.
SP-SYS-002	K0276	Knowledge of security management.
SP-SYS-002	K0287	Knowledge of an organization's information classification program and procedures for information compromise.
SP-SYS-002	K0297	Knowledge of countermeasure design for identified security risks.
SP-SYS-002	K0308	Knowledge of cryptology.
SP-SYS-002	K0322	Knowledge of embedded systems.
SP-SYS-002	K0325	Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
SP-SYS-002	K0332	Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services.
SP-SYS-002	K0333	Knowledge of network design processes, to include understanding of security objectives, operational objectives, and trade-offs.
SP-SYS-002	K0336	Knowledge of access authentication methods.
SP-SYS-002	S0018	Skill in creating policies that reflect system security objectives.
SP-SYS-002	S0022	Skill in designing countermeasures to identified security risks.
SP-SYS-002	S0023	Skill in designing security controls based on cybersecurity principles and tenets.
SP-SYS-002	S0024	Skill in designing the integration of hardware and software solutions.
SP-SYS-002	S0025	Skill in detecting host and network based intrusions via intrusion detection technologies (e.g., Snort).
SP-SYS-002	S0031	Skill in developing and applying security system access controls.
SP-SYS-002	S0034	Skill in discerning the protection needs (i.e., security controls) of information systems and networks.
SP-SYS-002	S0036	Skill in evaluating the adequacy of security designs.
SP-SYS-002	S0060	Skill in writing code in a currently supported programming language (e.g., Java, C++).
SP-SYS-002	S0085	Skill in conducting audits or reviews of technical systems.
SP-SYS-002	S0097	Skill in applying security controls.
SP-SYS-002	S0136	Skill in network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
SP-SYS-002	S0145	Skill in integrating and applying policies that meet system security objectives.
SP-SYS-002	S0146	Skill in creating policies that enable systems to meet performance objectives (e.g. traffic routing, SLA's, CPU specifications).
SP-SYS-002	S0160	Skill in the use of design modeling (e.g., unified modeling language).
SP-SYS-002	S0367	Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-002	A0123	Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
SP-SYS-002	A0162	Ability to ensure information system security, acquisition personnel, legal counsel, and other appropriate advisors and stakeholders are participating in decision making from system concept definition/review and are involved in, or approve of, each milestone decision through the entire system life cycle for systems.
SP-SYS-002	A0170	Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.
OM-DTA-001	K0001	Knowledge of computer networking concepts and protocols, and network security methodologies.
OM-DTA-001	K0002	Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
OM-DTA-001	K0003	Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.
OM-DTA-001	K0004	Knowledge of cybersecurity and privacy principles.
OM-DTA-001	K0005	Knowledge of cyber threats and vulnerabilities.
OM-DTA-001	K0006	Knowledge of specific operational impacts of cybersecurity lapses.
OM-DTA-001	K0020	Knowledge of data administration and data standardization policies.
OM-DTA-001	K0021	Knowledge of data backup and recovery.
OM-DTA-001	K0022	Knowledge of data mining and data warehousing principles.
OM-DTA-001	K0023	Knowledge of database management systems, query languages, table relationships, and views.
OM-DTA-001	K0025	Knowledge of digital rights management.
OM-DTA-001	K0031	Knowledge of enterprise messaging systems and associated software.
OM-DTA-001	K0056	Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
OM-DTA-001	K0060	Knowledge of operating systems.
OM-DTA-001	K0065	Knowledge of policy-based and risk adaptive access controls.
OM-DTA-001	K0069	Knowledge of query languages such as SQL (structured query language).
OM-DTA-001	K0083	Knowledge of sources, characteristics, and uses of the organization’s data assets.
OM-DTA-001	K0097	Knowledge of the characteristics of physical and virtual data storage media.
OM-DTA-001	K0197	Knowledge of database access application programming interfaces (e.g., Java Database Connectivity [JDBC]).
OM-DTA-001	K0260	Knowledge of Personally Identifiable Information (PII) data security standards.
OM-DTA-001	K0261	Knowledge of Payment Card Industry (PCI) data security standards.
OM-DTA-001	K0262	Knowledge of Personal Health Information (PHI) data security standards.
OM-DTA-001	K0277	Knowledge of current and emerging data encryption (e.g., Column and Tablespace Encryption, file and disk encryption) security features in databases (e.g. built-in cryptographic key management features).
OM-DTA-001	K0278	Knowledge of current and emerging data remediation security features in databases.
OM-DTA-001	K0287	Knowledge of an organization's information classification program and procedures for information compromise.
OM-DTA-001	K0420	Knowledge of database theory.
OM-DTA-001	S0002	Skill in allocating storage capacity in the design of data management systems.
OM-DTA-001	S0013	Skill in conducting queries and developing algorithms to analyze data structures.
OM-DTA-001	S0037	Skill in generating queries and reports.
OM-DTA-001	S0042	Skill in maintaining databases. (i.e., backup, restore, delete data, transaction log files, etc.).
OM-DTA-001	S0045	Skill in optimizing database performance.
OM-DTA-001	A0176	Ability to maintain databases. (i.e., backup, restore, delete data, transaction log files, etc.).
OM-DTA-002	K0001	Knowledge of computer networking concepts and protocols, and network security methodologies.
OM-DTA-002	K0002	Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
OM-DTA-002	K0003	Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.
OM-DTA-002	K0004	Knowledge of cybersecurity and privacy principles.
OM-DTA-002	K0005	Knowledge of cyber threats and vulnerabilities.
OM-DTA-002	K0006	Knowledge of specific operational impacts of cybersecurity lapses.
OM-DTA-002	K0015	Knowledge of computer algorithms.
OM-DTA-002	K0016	Knowledge of computer programming principles
OM-DTA-002	K0020	Knowledge of data administration and data standardization policies.
OM-DTA-002	K0022	Knowledge of data mining and data warehousing principles.
OM-DTA-002	K0023	Knowledge of database management systems, query languages, table relationships, and views.
OM-DTA-002	K0025	Knowledge of digital rights management.
OM-DTA-002	K0031	Knowledge of enterprise messaging systems and associated software.
OM-DTA-002	K0051	Knowledge of low-level computer languages (e.g., assembly languages).
OM-DTA-002	K0052	Knowledge of mathematics (e.g. logarithms, trigonometry, linear algebra, calculus, statistics, and operational analysis).
OM-DTA-002	K0056	Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML).
OM-DTA-002	K0060	Knowledge of operating systems.
OM-DTA-002	K0065	Knowledge of policy-based and risk adaptive access controls.
OM-DTA-002	K0068	Knowledge of programming language structures and logic.
OM-DTA-002	K0069	Knowledge of query languages such as SQL (structured query language).
OM-DTA-002	K0083	Knowledge of sources, characteristics, and uses of the organization’s data assets.
OM-DTA-002	K0095	Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).
OM-DTA-002	K0129	Knowledge of command-line tools (e.g., mkdir, mv, ls, passwd, grep).
OM-DTA-002	K0139	Knowledge of interpreted and compiled computer languages.
OM-DTA-002	K0140	Knowledge of secure coding techniques.
OM-DTA-002	K0193	Knowledge of advanced data remediation security features in databases.
OM-DTA-002	K0197	Knowledge of database access application programming interfaces (e.g., Java Database Connectivity [JDBC]).
OM-DTA-002	K0229	Knowledge of applications that can log errors, exceptions, and application faults and logging.
OM-DTA-002	K0236	Knowledge of how to utilize Hadoop, Java, Python, SQL, Hive, and Pig to explore data.
OM-DTA-002	K0238	Knowledge of machine learning theory and principles.
OM-DTA-002	K0325	Knowledge of Information Theory (e.g., source coding, channel coding, algorithm complexity theory, and data compression).
OM-DTA-002	K0420	Knowledge of database theory.
OM-DTA-002	S0013	Skill in conducting queries and developing algorithms to analyze data structures.
OM-DTA-002	S0017	Skill in creating and utilizing mathematical or statistical models.
OM-DTA-002	S0202	Skill in data mining techniques (e.g., searching file systems) and analysis.
OM-DTA-002	S0028	Skill in developing data dictionaries.
OM-DTA-002	S0029	Skill in developing data models.
OM-DTA-002	S0037	Skill in generating queries and reports.
OM-DTA-002	S0060	Skill in writing code in a currently supported programming language (e.g., Java, C++).
OM-DTA-002	S0088	Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump).
OM-DTA-002	S0089	Skill in one-way hash functions (e.g., Secure Hash Algorithm [SHA], Message Digest Algorithm [MD5]).
OM-DTA-002	S0094	Skill in reading Hexadecimal data.
OM-DTA-002	S0095	Skill in identifying common encoding techniques (e.g., Exclusive Disjunction [XOR], American Standard Code for Information Interchange [ASCII], Unicode, Base64, Uuencode, Uniform Resource Locator [URL] encode).
OM-DTA-002	S0103	Skill in assessing the predictive power and subsequent generalizability of a model.
OM-DTA-002	S0106	Skill in data pre-processing (e.g., imputation, dimensionality reduction, normalization, transformation, extraction, filtering, smoothing).
OM-DTA-002	S0109	Skill in identifying hidden patterns or relationships.
OM-DTA-002	S0113	Skill in performing format conversions to create a standard representation of the data.
OM-DTA-002	S0114	Skill in performing sensitivity analysis.
OM-DTA-002	S0118	Skill in developing machine understandable semantic ontologies.
OM-DTA-002	S0119	Skill in Regression Analysis (e.g., Hierarchical Stepwise, Generalized Linear Model, Ordinary Least Squares, Tree-Based Methods, Logistic).
OM-DTA-002	S0123	Skill in transformation analytics (e.g., aggregation, enrichment, processing).
OM-DTA-002	S0125	Skill in using basic descriptive statistics and techniques (e.g., normality, model distribution, scatter plots).
OM-DTA-002	S0126	Skill in using data analysis tools (e.g., Excel, STATA SAS, SPSS).
OM-DTA-002	S0127	Skill in using data mapping tools.
OM-DTA-002	S0129	Skill in using outlier identification and removal techniques.
OM-DTA-002	S0130	Skill in writing scripts using R, Python, PIG, HIVE, SQL, etc.
OM-DTA-002	S0160	Skill in the use of design modeling (e.g., unified modeling language).
OM-DTA-002	S0369	Skill to identify sources, characteristics, and uses of the organization’s data assets.
OM-DTA-002	A0029	Ability to build complex data structures and high-level programming languages.
OM-DTA-002	A0035	Ability to dissect a problem and examine the interrelationships between data that may appear unrelated.
OM-DTA-002	A0036	Ability to identify basic common coding flaws at a high level.
OM-DTA-002	A0041	Ability to use data visualization tools (e.g., Flare, HighCharts, AmCharts, D3.js, Processing, Google Visualization API, Tableau, Raphael.js).
OM-DTA-002	A0066	Ability to accurately and completely source all data used in intelligence, assessment and/or planning products.
OM-KMG-001	K0001	Knowledge of computer networking concepts and protocols, and network security methodologies.
OM-KMG-001	K0002	Knowledge of risk management processes (e.g., methods for assessing and mitigating risk).
OM-KMG-001	K0003	Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.
OM-KMG-001	K0004	Knowledge of cybersecurity and privacy principles.
OM-KMG-001	K0005	Knowledge of cyber threats and vulnerabilities.
OM-KMG-001	K0006	Knowledge of specific operational impacts of cybersecurity lapses.
OM-KMG-001	K0013	Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
OM-KMG-001	K0094	Knowledge of the capabilities and functionality associated with content creation technologies (e.g., wikis, social networking, content management systems, blogs).
OM-KMG-001	K0095	Knowledge of the capabilities and functionality associated with various technologies for organizing and managing information (e.g., databases, bookmarking engines).
OM-KMG-001	K0096	Knowledge of the capabilities and functionality of various collaborative technologies (e.g., groupware, SharePoint).
OM-KMG-001	K0146	Knowledge of the organization's core business/mission processes.
OM-KMG-001	K0194	Knowledge of Cloud-based knowledge management technologies and concepts related to security, governance, procurement, and administration.
OM-KMG-001	K0195	Knowledge of data classification standards and methodologies based on sensitivity and other risk factors.
OM-KMG-001	K0228	Knowledge of taxonomy and semantic ontology theory.
OM-KMG-001	K0260	Knowledge of Personally Identifiable Information (PII) data security standards.
OM-KMG-001	K0261	Knowledge of Payment Card Industry (PCI) data security standards.
OM-KMG-001	K0262	Knowledge of Personal Health Information (PHI) data security standards.
OM-KMG-001	K0283	Knowledge of use cases related to collaboration and content synchronization across platforms (e.g., Mobile, PC, Cloud).
OM-KMG-001	K0287	Knowledge of an organization's information classification program and procedures for information compromise.
OM-KMG-001	K0315	Knowledge of the principal methods, procedures, and techniques of gathering information and producing, reporting, and sharing information.
OM-KMG-001	K0338	Knowledge of data mining techniques.
OM-KMG-001	K0420	Knowledge of database theory.
OM-KMG-001	S0011	Skill in conducting information searches.
OM-KMG-001	S0012	Skill in conducting knowledge mapping (e.g., map of knowledge repositories).
OM-KMG-001	S0049	Skill in the measuring and reporting of intellectual capital.
OM-KMG-001	S0055	Skill in using knowledge management technologies.
OM-KMG-001	A0002	Ability to match the appropriate knowledge repository technology for a given application or environment.
